LotArea,GrLivArea,Street,Alley,LotType,BldgType,HouseStyle,OverallQuality,OverallCondition,YearBuilt,Foundation,TotalBsmtSF,CentralAir,FullBath,HalfBath,GarageType,GarageCars,GarageArea,YearSold,SaleType,SaleCondition,SalePrice
9612,1468,Pave,NA,Inside,1Fam,1Story,8,5,2008,Do Not use this Field in the Model,1468,Y,2,0,Attchd,3,898,2009,New,Partial,244600
3072,1414,Pave,NA,Inside,TwnhsE,1Story,7,5,2004,Do Not use this Field in the Model,1375,Y,2,0,Attchd,2,398,2006,WD,Normal,178740
8885,902,Pave,NA,Inside,1Fam,1Story,5,5,1983,CBlock,864,Y,1,0,Attchd,2,484,2006,WD,Normal,131000
13472,2392,Pave,NA,Inside,1Fam,1Story,10,5,2003,PConc,2392,Y,2,0,Attchd,3,,2009,WD,Normal,386250
8049,1339,Pave,NA,CulDSac,1Fam,1Story,7,5,1990,CBlock,1309,Y,2,0,Attchd,2,484,2006,WD,Normal,180000
3378,1389,Pave,Grvl,Inside,1Fam,2Story,7,8,1946,CBlock,651,Y,1,1,Detchd,1,,2009,WD,Normal,135000
12243,1484,Pave,NA,Inside,1Fam,1Story,5,6,1971,CBlock,1484,Y,2,0,Attchd,2,487,2007,WD,Normal,175000
7018,2240,Pave,NA,Inside,Duplex,2Story,5,5,1979,Slab,0,Y,2,0,Detchd,2,528,2009,WD,Alloca,142953
8521,912,Pave,NA,FR2,1Fam,1Story,5,5,1967,CBlock,912,Y,1,0,Detchd,1,336,2010,WD,Normal,125000
8529,1434,Pave,NA,Inside,1Fam,1Story,7,5,2001,PConc,1454,Y,2,0,Attchd,2,527,2009,WD,Normal,189000
7990,924,Pave,NA,Inside,1Fam,1Story,5,6,1975,CBlock,924,Y,1,0,Detchd,1,280,2008,WD,Normal,110000
16259,2596,Pave,NA,Corner,1Fam,2Story,9,5,2006,PConc,1249,Y,3,1,Attchd,3,,2006,New,Partial,342643
10357,1442,Pave,NA,Corner,1Fam,1Story,7,5,1990,PConc,910,Y,2,0,Attchd,2,719,2007,WD,Normal,179900
10420,1212,Pave,NA,Corner,1Fam,1Story,6,5,2009,PConc,1212,Y,2,0,Attchd,2,460,2010,WD,Normal,186000
15660,1954,Pave,NA,Corner,1Fam,1.5Fin,7,9,1939,CBlock,798,Y,1,1,Attchd,2,431,2008,WD,Normal,311500
9000,784,Pave,NA,Corner,1Fam,1.5Unf,6,3,1928,BrkTil,784,N,1,0,Detchd,2,360,2009,WD,Normal,76000
14000,1152,Pave,NA,Inside,1Fam,1Story,6,8,1950,CBlock,1092,Y,1,0,Attchd,1,300,2009,WD,Family,158500
7930,1026,Pave,NA,Inside,1Fam,1Story,6,8,1969,CBlock,1026,Y,1,0,Detchd,2,440,2009,WD,Normal,156000
4045,1500,Pave,NA,Inside,TwnhsE,1Story,7,5,2006,PConc,1356,Y,2,0,Attchd,3,648,2006,New,Partial,246578
9819,1567,Pave,NA,Inside,1Fam,1Story,6,5,1977,PConc,1567,Y,2,0,Attchd,2,714,2009,WD,Normal,196000
6435,1577,Pave,NA,Inside,1Fam,1.5Fin,6,5,1939,BrkTil,972,Y,1,0,Detchd,1,312,2006,WD,Normal,140200
7758,999,Pave,NA,Corner,1Fam,1Story,5,7,1962,CBlock,999,Y,1,0,Detchd,1,264,2007,WD,Normal,132500
13350,894,Pave,NA,Inside,1Fam,1Story,5,5,1974,CBlock,864,Y,1,0,Attchd,2,440,2006,WD,Normal,142500
4400,1118,Pave,NA,Inside,1Fam,1.5Fin,6,8,1920,BrkTil,648,Y,1,0,Detchd,2,440,2006,WD,Normal,116000
12099,2468,Pave,NA,Inside,1Fam,2Story,8,5,2004,PConc,1136,Y,2,1,BuiltIn,3,,2007,WD,Normal,354000
10267,838,Pave,NA,Inside,1Fam,1Story,6,7,1918,BrkTil,816,Y,1,0,Detchd,1,275,2008,WD,Normal,130000
16158,1530,Pave,NA,Inside,1Fam,1Story,7,5,2005,PConc,1530,Y,2,0,Attchd,2,430,2009,WD,Normal,260000
8339,882,Pave,NA,Inside,1Fam,1Story,5,7,1959,Slab,0,Y,1,0,Attchd,1,294,2007,WD,Normal,106500
13891,2076,Pave,NA,Inside,1Fam,1Story,10,5,2006,PConc,2076,Y,2,1,Attchd,3,850,2006,New,Partial,465000
5001,1314,Pave,NA,Inside,Twnhs,1Story,7,5,2007,PConc,1314,Y,2,0,Attchd,2,626,2009,WD,Normal,230000
14375,1344,Pave,NA,CulDSac,1Fam,SLvl,6,6,1958,CBlock,819,Y,1,0,Basment,2,525,2009,COD,Abnorml,137500
13650,1920,Pave,NA,Inside,1Fam,1.5Fin,5,5,1958,CBlock,1052,Y,2,0,Attchd,2,451,2006,WD,Normal,172500
3196,1456,Pave,NA,Inside,TwnhsE,1Story,8,5,2003,PConc,1273,Y,2,0,Attchd,2,400,2006,WD,Normal,215000
7050,1929,Pave,NA,Inside,1Fam,2Story,7,5,2001,PConc,1057,Y,2,1,Attchd,2,650,2007,WD,Normal,226000
7000,1310,Pave,NA,Corner,1Fam,1.5Fin,6,6,1924,BrkTil,617,Y,2,0,Attchd,1,398,2006,COD,Normal,112000
10530,1004,Pave,NA,Inside,Duplex,SFoyer,6,5,1977,CBlock,975,Y,1,0,Attchd,2,504,2006,WD,Normal,135000
10656,1646,Pave,NA,Inside,1Fam,1Story,8,5,2006,PConc,1638,Y,2,0,Attchd,3,870,2007,New,Partial,248900
7024,1132,Pave,NA,Inside,1Fam,1Story,4,5,2005,PConc,1132,Y,1,1,Attchd,2,451,2008,WD,Normal,176000
14720,3238,Pave,NA,CulDSac,1Fam,1.5Fin,8,5,1995,PConc,2033,Y,2,1,Attchd,3,666,2010,WD,Normal,410000
10780,954,Pave,NA,Inside,1Fam,SLvl,5,5,1976,CBlock,911,Y,1,0,Detchd,2,576,2006,WD,Normal,132500
21695,1680,Pave,NA,Corner,1Fam,1Story,6,9,1988,CBlock,880,Y,2,0,Attchd,2,540,2009,WD,Normal,222000
10125,1279,Pave,NA,Inside,1Fam,1Story,6,6,1977,CBlock,1196,Y,2,0,Detchd,2,473,2008,WD,Normal,171500
11000,2285,Pave,NA,FR2,1Fam,2Story,8,5,2000,PConc,969,Y,2,1,BuiltIn,3,648,2007,WD,Normal,248000
5310,1635,Pave,NA,Corner,1Fam,1.5Fin,6,8,1910,CBlock,485,Y,1,0,Attchd,1,255,2006,WD,Normal,117000
6155,1362,Pave,NA,FR3,1Fam,2Story,6,8,1920,BrkTil,611,Y,2,0,Detchd,2,502,2008,WD,Normal,128000
9000,864,Pave,NA,FR2,1Fam,1Story,4,6,1971,PConc,864,Y,1,0,Detchd,2,528,2007,WD,Normal,120500
10900,1392,Pave,NA,FR2,1Fam,2Story,6,7,1977,CBlock,689,Y,1,1,Attchd,1,299,2010,WD,Normal,161750
7711,1440,Pave,NA,Inside,Duplex,1Story,4,3,1977,PConc,1440,Y,2,0,NA,0,0,2007,Oth,Abnorml,150000
10625,2046,Pave,NA,Inside,1Fam,2Story,7,5,2003,PConc,998,Y,2,1,BuiltIn,3,871,2008,WD,Normal,284000
7677,773,Pave,NA,Inside,1Fam,1Story,5,5,1953,CBlock,773,Y,1,0,Attchd,1,240,2008,WD,Abnorml,110000
8791,1728,Pave,NA,Inside,1Fam,2Story,6,5,2003,PConc,864,Y,2,1,Attchd,2,673,2008,WD,Normal,207500
13501,1636,Pave,NA,Corner,1Fam,1Story,8,5,2006,PConc,1623,Y,2,0,Attchd,3,865,2007,WD,Normal,255000
8880,2110,Pave,NA,Inside,1Fam,2Story,7,5,1994,PConc,948,Y,2,1,Attchd,2,463,2010,WD,Normal,205000
9750,1054,Pave,NA,FR2,1Fam,1Story,6,8,1969,CBlock,1054,Y,1,1,Attchd,2,460,2008,WD,Normal,151000
10205,999,Pave,NA,Inside,1Fam,SFoyer,5,5,1962,CBlock,925,Y,1,0,Attchd,1,300,2006,WD,Normal,134500
12552,1947,Pave,NA,Corner,1Fam,2Story,7,5,2004,PConc,991,Y,2,1,Attchd,2,,2010,WD,Normal,254900
11146,1717,Pave,NA,Inside,1Fam,1Story,8,5,2006,PConc,1709,Y,2,0,Attchd,3,908,2009,WD,Normal,255500
14260,2198,Pave,NA,FR2,1Fam,2Story,8,5,2000,PConc,1145,Y,2,1,Attchd,3,836,2008,WD,Normal,250000
7420,1057,Pave,NA,Inside,1Fam,1Story,5,5,1962,CBlock,1057,Y,1,0,Detchd,2,576,2007,WD,Normal,132000
16321,1600,Pave,NA,CulDSac,1Fam,1Story,5,6,1957,CBlock,1484,Y,1,0,Attchd,1,319,2006,WD,Normal,207500
7862,1218,Pave,NA,Inside,1Fam,1Story,6,5,2009,PConc,1218,Y,2,0,Attchd,2,676,2009,New,Partial,208300
46589,2448,Pave,NA,CulDSac,1Fam,2Story,8,7,1994,PConc,1629,Y,2,1,Attchd,3,711,2009,WD,Normal,402000
11428,1634,Pave,NA,Inside,1Fam,1Story,8,5,2006,Do Not use this Field in the Model,1626,Y,2,0,Attchd,3,866,2007,WD,Normal,250000
10930,1558,Pave,Grvl,Inside,1Fam,1.5Fin,5,6,1945,CBlock,913,Y,1,1,Attchd,1,288,2008,WD,Normal,140000
9120,1820,Pave,Pave,Inside,1Fam,1.5Fin,7,6,1925,PConc,1026,Y,2,0,Detchd,1,240,2008,WD,Normal,184000
3964,2521,Pave,NA,Inside,TwnhsE,2Story,6,4,1973,CBlock,942,Y,2,1,Attchd,2,576,2006,WD,Normal,151400
10007,1053,Pave,NA,Inside,1Fam,1Story,5,7,1959,CBlock,1053,Y,1,1,Attchd,1,312,2008,WD,Normal,145500
3880,866,Pave,NA,Inside,1Fam,1Story,5,9,1945,CBlock,686,Y,1,0,NA,0,0,2007,WD,Normal,110500
1680,1302,Pave,NA,Inside,Twnhs,2Story,5,5,1971,CBlock,630,Y,2,1,Detchd,1,,2009,COD,Abnorml,112000
9636,1593,Pave,NA,Corner,1Fam,2Story,6,5,1992,PConc,808,Y,2,1,BuiltIn,2,389,2009,WD,Normal,178000
5000,1440,Pave,NA,Corner,1Fam,1.5Fin,5,4,1900,BrkTil,540,N,1,0,Attchd,1,352,2006,WD,Normal,79000
10140,1309,Pave,NA,Inside,1Fam,1Story,6,6,1974,CBlock,1040,Y,1,1,Attchd,2,484,2006,WD,Normal,181000
10140,1350,Pave,NA,Inside,1Fam,1Story,6,5,1974,CBlock,1064,Y,2,0,Attchd,2,478,2009,WD,Normal,165000
8172,864,Pave,NA,Inside,1Fam,1Story,5,7,1955,CBlock,864,Y,1,0,Detchd,2,572,2006,WD,Normal,115000
11841,816,Grvl,NA,Inside,Duplex,SFoyer,6,5,1990,CBlock,816,Y,1,0,NA,0,0,2007,WD,Normal,118500
8536,1125,Pave,NA,Corner,1Fam,1Story,5,5,2006,PConc,1125,Y,1,1,Attchd,2,430,2007,New,Partial,155000
10500,864,Pave,NA,FR2,1Fam,1Story,4,6,1971,CBlock,864,Y,1,0,Detchd,2,,2009,WD,Abnorml,97000
7819,1117,Pave,NA,Inside,1Fam,SLvl,6,5,1976,CBlock,1029,Y,1,0,Detchd,2,672,2010,WD,Abnorml,107000
8000,1800,Pave,NA,Corner,Duplex,1Story,5,4,1961,CBlock,1800,N,2,0,NA,0,0,2007,WD,Normal,141000
4923,1593,Pave,NA,Inside,TwnhsE,1Story,8,5,2001,Do Not use this Field in the Model,1593,Y,1,1,Attchd,2,682,2008,WD,Normal,286000
10634,1319,Pave,NA,Inside,1Fam,1Story,5,6,1953,PConc,608,Y,1,0,Attchd,1,270,2009,WD,Normal,123000
9520,1646,Pave,NA,Inside,1Fam,1Story,8,5,2007,PConc,1638,Y,2,0,Attchd,3,800,2008,New,Partial,293077
11426,2082,Pave,NA,Inside,1Fam,1.5Fin,7,5,2003,PConc,1362,Y,2,1,Detchd,2,484,2008,WD,Normal,200000
9738,1221,Pave,NA,Inside,1Fam,1.5Fin,5,7,1924,BrkTil,784,Y,1,0,Attchd,1,392,2006,WD,Normal,104900
9855,1689,Pave,NA,Corner,1Fam,1Story,6,5,1956,CBlock,1436,Y,1,0,Attchd,2,480,2009,COD,Normal,127500
11478,1704,Pave,NA,Inside,1Fam,1Story,8,5,2007,PConc,1704,Y,2,0,Attchd,3,772,2010,WD,Normal,306000
9350,1302,Pave,NA,Inside,1Fam,SLvl,6,7,1964,CBlock,1302,Y,2,0,Attchd,1,309,2007,CWD,Normal,158000
10261,1792,Pave,NA,Inside,1Fam,2Story,6,5,2000,PConc,936,Y,2,1,Attchd,2,451,2008,WD,Normal,186500
7937,1003,Pave,NA,CulDSac,1Fam,SLvl,6,6,1984,CBlock,1003,Y,1,0,Detchd,2,588,2006,WD,Normal,142500
10010,1389,Pave,NA,Inside,1Fam,1Story,5,5,1974,CBlock,1389,Y,1,0,Attchd,2,418,2006,WD,Normal,170000
9042,1638,Pave,NA,Inside,1Fam,2Story,6,5,1998,PConc,943,Y,2,1,Attchd,2,472,2008,WD,Normal,192000
8993,1302,Pave,NA,Inside,1Fam,1Story,7,5,2007,PConc,1302,Y,2,0,Attchd,2,436,2007,New,Partial,176485
3136,1405,Pave,NA,Corner,TwnhsE,1Story,7,5,2003,PConc,1405,Y,2,0,Attchd,2,478,2006,WD,Normal,171750
8546,1121,Pave,NA,Corner,1Fam,1Story,4,5,2003,Do Not use this Field in the Model,1121,Y,2,0,Attchd,2,440,2010,WD,Normal,140000
6951,923,Pave,NA,CulDSac,1Fam,1Story,5,5,1984,CBlock,876,Y,1,0,Attchd,1,264,2008,WD,Normal,119500
9900,2210,Pave,NA,Inside,1Fam,2Story,6,4,1880,BrkTil,1008,Y,2,0,Detchd,1,205,2007,WD,Normal,117500
10880,1164,Pave,NA,Inside,2fmCon,1Story,5,5,1950,CBlock,1164,N,1,0,Detchd,1,240,2008,ConLD,Normal,125000
11310,1375,Pave,NA,Inside,1Fam,1Story,6,5,1954,CBlock,1367,Y,1,0,Attchd,2,451,2006,WD,Normal,140000
8125,1665,Pave,NA,Inside,1Fam,2Story,7,6,2007,PConc,813,Y,2,1,Attchd,2,562,2008,WD,Normal,205950
14112,1152,Pave,NA,Corner,1Fam,SLvl,5,7,1964,PConc,1152,Y,1,0,Attchd,2,484,2010,WD,Normal,180500
9187,1080,Pave,NA,Corner,1Fam,1Story,6,5,1983,PConc,1084,Y,1,1,Attchd,2,484,2007,WD,Normal,134000
6442,1370,Pave,NA,Inside,TwnhsE,1Story,8,5,2006,PConc,1370,Y,2,0,Attchd,2,484,2007,WD,Normal,202500
11070,1959,Pave,NA,Inside,Duplex,1Story,7,5,1988,CBlock,1907,Y,3,0,2Types,3,766,2006,WD,Family,171000
12735,864,Pave,NA,FR2,1Fam,1Story,4,5,1972,CBlock,864,Y,1,0,Detchd,2,576,2008,COD,Normal,111250
9600,893,Pave,NA,Inside,1Fam,1.5Unf,5,7,1949,CBlock,845,Y,1,0,Detchd,2,576,2007,WD,Normal,135000
13173,1652,Pave,NA,Corner,1Fam,1Story,9,5,2006,PConc,1652,Y,2,0,Attchd,2,840,2009,WD,Normal,325000
7175,752,Pave,NA,Inside,TwnhsE,1Story,6,5,1984,CBlock,744,Y,1,0,Attchd,1,264,2010,WD,Normal,125000
9100,864,Pave,NA,Inside,1Fam,1Story,6,6,1959,CBlock,864,Y,1,0,Detchd,1,300,2009,WD,Normal,127500
9531,1796,Pave,NA,CulDSac,1Fam,2Story,6,5,1998,PConc,794,Y,2,1,Attchd,2,546,2007,WD,Normal,211000
5520,2229,Pave,NA,Corner,1Fam,2.5Fin,6,6,1912,Do Not use this Field in the Model,755,Y,1,0,NA,0,0,2009,WD,Abnorml,104000
14115,1811,Pave,NA,Inside,1Fam,1Story,6,7,1956,PConc,1073,Y,1,0,Attchd,2,470,2006,WD,Abnorml,230000
5362,1250,Pave,NA,Corner,1Fam,1.5Fin,5,6,1910,PConc,661,Y,2,0,Detchd,2,552,2007,WD,Normal,139000
13474,2243,Pave,NA,Inside,1Fam,2Story,7,5,1990,CBlock,700,Y,2,1,Attchd,3,746,2007,WD,Normal,225000
9600,1041,Pave,NA,Corner,1Fam,1Story,5,6,1959,CBlock,1041,Y,1,0,Attchd,1,270,2009,WD,Normal,124500
6240,1324,Pave,NA,Inside,TwnhsE,1Story,8,5,2006,PConc,1324,Y,2,0,Attchd,2,550,2009,WD,Normal,254000
7018,1224,Pave,NA,Inside,Duplex,SFoyer,5,5,1979,Do Not use this Field in the Model,1086,Y,0,2,Detchd,2,528,2009,WD,Alloca,153337
5586,1198,Pave,NA,Inside,1Fam,1.5Fin,6,7,1920,BrkTil,901,Y,1,0,NA,0,0,2008,ConLD,Abnorml,79900
4043,1069,Pave,NA,Inside,TwnhsE,1Story,6,5,1977,CBlock,1069,Y,2,0,Attchd,2,440,2010,WD,Normal,127500
9100,1212,Pave,NA,Inside,1Fam,1Story,7,5,2001,PConc,1212,Y,2,0,Attchd,2,573,2009,WD,Normal,178000
8461,1456,Pave,NA,Inside,1Fam,2Story,6,5,2005,PConc,728,Y,2,1,Attchd,2,390,2006,New,Partial,163990
15623,4476,Pave,NA,Corner,1Fam,2Story,10,5,1996,PConc,2396,Y,3,1,Attchd,3,813,2007,WD,Abnorml,745000
5784,886,Pave,NA,Inside,1Fam,1Story,5,8,1938,BrkTil,190,Y,1,0,Attchd,1,273,2009,WD,Normal,91300
7200,936,Pave,Grvl,Inside,Duplex,SFoyer,5,5,1980,CBlock,936,Y,1,0,Detchd,2,672,2007,WD,Normal,140000
9130,1632,Pave,NA,Inside,1Fam,2Story,6,8,1966,CBlock,800,Y,1,1,Attchd,2,484,2008,WD,Normal,173000
7500,1266,Pave,Pave,Inside,1Fam,1Story,7,5,2005,PConc,1257,Y,2,0,Attchd,2,453,2006,WD,Normal,176000
7875,1253,Pave,NA,Inside,1Fam,1Story,7,5,1995,PConc,1237,Y,2,0,Attchd,2,402,2007,WD,Normal,176000
12030,1694,Pave,NA,Inside,1Fam,1Story,8,5,2007,PConc,1694,Y,2,0,Attchd,3,818,2007,New,Partial,318000
11423,1601,Pave,NA,Inside,1Fam,1Story,8,5,2001,PConc,1581,Y,2,0,Attchd,2,670,2010,WD,Normal,272000
8750,1682,Pave,NA,Inside,1Fam,2Story,6,5,1998,PConc,804,Y,2,1,Attchd,2,523,2010,WD,Normal,200500
3500,1284,Pave,Grvl,Inside,1Fam,1.5Fin,5,7,1947,CBlock,720,Y,1,1,Detchd,1,240,2009,WD,Normal,110000
14175,1437,Pave,NA,Corner,1Fam,1Story,5,6,1956,CBlock,1188,Y,1,1,Detchd,2,576,2006,WD,Normal,168000
11425,1008,Pave,NA,Corner,1Fam,1Story,5,6,1954,CBlock,1008,Y,1,0,Attchd,1,275,2006,WD,Normal,137000
11932,1580,Pave,NA,FR2,1Fam,1Story,8,5,2007,PConc,1580,Y,2,0,Attchd,3,830,2008,ConLD,Partial,235128
11184,1683,Pave,NA,Inside,1Fam,2Story,6,5,1978,CBlock,918,Y,2,1,Attchd,2,440,2009,WD,Normal,172500
9600,1855,Pave,NA,FR2,1Fam,SLvl,6,7,1976,CBlock,528,Y,2,1,Attchd,2,512,2007,WD,Normal,187000
9400,980,Pave,NA,CulDSac,Duplex,SFoyer,6,5,1975,CBlock,945,Y,2,0,NA,0,0,2006,WD,AdjLand,127500
6120,1573,Pave,NA,Inside,1Fam,1.5Fin,4,7,1935,BrkTil,884,Y,1,0,Detchd,1,240,2009,WD,Normal,133000
11248,1668,Pave,NA,Corner,1Fam,1Story,9,5,2002,PConc,1626,Y,2,0,Attchd,3,702,2007,WD,Normal,285000
18450,2380,Pave,NA,Inside,1Fam,2Story,6,5,1965,CBlock,1021,Y,2,1,CarPort,2,596,2007,WD,Abnorml,129000
9464,1080,Pave,NA,Corner,1Fam,1Story,6,7,1958,Do Not use this Field in the Model,1080,Y,1,0,Attchd,1,288,2008,WD,Normal,136000
4118,693,Pave,Grvl,Corner,1Fam,1Story,4,4,1941,CBlock,693,N,1,0,NA,0,0,2006,WD,Normal,52500
10920,1253,Pave,NA,Corner,1Fam,1Story,6,5,1960,CBlock,1253,Y,1,1,Attchd,1,,2008,WD,Normal,157000
7585,1456,Pave,NA,Inside,1Fam,1.5Fin,5,3,1948,CBlock,810,Y,1,0,Detchd,1,280,2006,WD,Normal,91500
6342,1020,Pave,NA,Inside,1Fam,1.5Fin,5,8,1875,CBlock,780,N,1,0,NA,0,0,2010,WD,Normal,94000
3922,1402,Pave,NA,Inside,TwnhsE,1Story,7,5,2006,PConc,1258,Y,0,2,Attchd,3,648,2007,New,Partial,194201
8688,1616,Pave,NA,Inside,1Fam,1Story,7,5,2005,PConc,1616,Y,2,0,Attchd,3,834,2006,WD,Normal,232000
8125,1553,Pave,NA,Inside,1Fam,2Story,7,5,2005,PConc,756,Y,2,1,Attchd,2,615,2006,New,Partial,186500
9100,1836,Pave,NA,Inside,1Fam,1Story,7,5,2004,PConc,1860,Y,2,0,Attchd,2,484,2006,WD,Normal,216837
9204,1144,Pave,NA,Inside,1Fam,1Story,5,5,1963,CBlock,1144,Y,1,1,Detchd,1,336,2008,COD,Normal,124000
14006,1776,Pave,NA,Inside,1Fam,2Story,7,5,2002,PConc,936,Y,2,1,Attchd,2,474,2006,WD,Normal,192500
11200,1040,Pave,NA,Inside,1Fam,1Story,5,5,1965,CBlock,1040,Y,1,0,Detchd,1,,2008,WD,Normal,129500
7056,1796,Pave,NA,Inside,1Fam,2Story,6,5,1963,CBlock,780,Y,1,1,Attchd,2,483,2008,WD,Normal,140000
4017,1250,Pave,Pave,Inside,TwnhsE,2Story,7,5,2006,PConc,625,Y,2,1,Detchd,2,625,2008,WD,Normal,171900
7950,1426,Pave,NA,Corner,1Fam,2Story,6,6,1977,CBlock,690,Y,1,1,Attchd,2,440,2009,WD,Normal,159500
7844,1400,Pave,NA,Inside,1Fam,2Story,6,7,1978,CBlock,672,Y,1,1,Attchd,2,440,2006,WD,Normal,149500
8849,1684,Pave,NA,Inside,TwnhsE,1Story,9,5,2005,PConc,1684,Y,2,0,Attchd,2,564,2008,WD,Normal,266000
9920,971,Pave,NA,Inside,1Fam,1Story,5,6,1969,CBlock,971,Y,1,1,Attchd,1,300,2006,WD,Normal,128500
7500,1040,Pave,NA,Corner,1Fam,1Story,5,5,1963,CBlock,1040,Y,1,1,Attchd,1,308,2010,WD,Normal,133000
9548,1829,Pave,NA,CulDSac,1Fam,2Story,7,6,2003,PConc,941,Y,2,1,Attchd,2,613,2010,WD,Normal,237000
11512,1357,Pave,NA,Corner,1Fam,SLvl,6,7,1959,CBlock,1019,Y,1,0,Basment,1,312,2008,WD,Normal,177000
7200,1502,Pave,NA,Inside,1Fam,2Story,7,6,1931,BrkTil,776,Y,1,1,Attchd,1,270,2008,WD,Normal,149000
5000,1691,Pave,Pave,Inside,1Fam,1.5Fin,5,6,1924,BrkTil,1026,Y,2,0,Detchd,1,308,2010,WD,Normal,127000
12160,1505,Pave,NA,Inside,1Fam,1Story,6,4,1953,CBlock,1505,Y,1,0,Attchd,2,505,2009,WD,Normal,149500
10762,1217,Pave,NA,Corner,TwnhsE,2Story,6,6,1980,CBlock,626,Y,1,1,Attchd,1,288,2009,WD,Normal,120000
10402,1226,Pave,NA,Corner,1Fam,1Story,7,5,2009,PConc,1226,Y,2,0,Attchd,3,740,2010,WD,Normal,198900
6000,1183,Pave,NA,Inside,1Fam,1.5Fin,3,7,1948,CBlock,649,Y,1,1,Detchd,1,308,2007,WD,Normal,120000
9480,1644,Pave,NA,Inside,1Fam,2Story,5,7,1942,Do Not use this Field in the Model,728,Y,1,1,Attchd,1,312,2007,WD,Normal,146500
10800,1047,Pave,Grvl,Inside,1Fam,1Story,4,7,1885,BrkTil,641,Y,1,0,Detchd,1,273,2007,WD,Normal,100000
9920,1063,Pave,NA,Inside,1Fam,1Story,5,5,1954,CBlock,1056,Y,1,0,Attchd,1,280,2010,WD,Normal,128000
6180,986,Pave,NA,Corner,1Fam,1Story,6,5,1926,BrkTil,960,N,1,0,Detchd,1,180,2007,WD,Normal,102000
6120,875,Pave,NA,Corner,1Fam,1Story,5,7,1931,BrkTil,715,Y,1,0,Detchd,1,180,2009,WD,Normal,105000
9965,2696,Pave,NA,Inside,1Fam,2Story,7,5,2007,PConc,1264,Y,2,1,BuiltIn,3,792,2007,New,Partial,383970
17920,1779,Pave,NA,Inside,1Fam,1Story,5,4,1955,CBlock,1763,Y,1,1,Attchd,2,454,2006,WD,Abnorml,170000
11988,1660,Pave,NA,Inside,1Fam,2Story,6,7,1934,Do Not use this Field in the Model,715,Y,1,1,Detchd,1,240,2008,WD,Normal,188700
25339,1416,Pave,NA,Inside,1Fam,1Story,5,7,1918,BrkTil,816,Y,2,0,Attchd,2,576,2007,WD,Normal,112000
8000,972,Pave,NA,Inside,1Fam,1Story,6,6,1948,CBlock,972,Y,1,0,Detchd,1,240,2009,WD,Normal,132000
13031,1498,Pave,NA,Corner,1Fam,2Story,6,5,1995,PConc,691,Y,2,1,Attchd,2,409,2006,WD,Normal,187500
4274,1241,Pave,Pave,Inside,TwnhsE,1Story,7,5,2006,PConc,1241,Y,1,1,Attchd,2,569,2007,New,Partial,199900
11316,1894,Pave,NA,Corner,1Fam,2Story,7,5,2002,PConc,817,Y,2,1,BuiltIn,2,510,2010,WD,Normal,214900
63887,5642,Pave,NA,Corner,1Fam,2Story,10,5,2008,PConc,6110,Y,2,1,Attchd,2,1418,2008,New,Partial,160000
11340,1200,Pave,NA,Corner,1Fam,1Story,6,5,1923,BrkTil,1200,Y,1,0,Detchd,1,312,2006,WD,Family,125000
8281,864,Pave,NA,Inside,1Fam,1Story,5,5,1965,Do Not use this Field in the Model,864,Y,1,0,Detchd,1,360,2009,WD,Normal,62383
7200,1360,Pave,NA,Corner,1Fam,1.5Fin,5,6,1938,CBlock,803,Y,1,1,Detchd,1,297,2006,WD,Normal,125500
12155,1657,Pave,NA,Inside,1Fam,1Story,6,3,1970,CBlock,1657,Y,2,0,Attchd,2,484,2007,WD,Normal,163500
1680,987,Pave,NA,Inside,Twnhs,2Story,6,8,1972,Do Not use this Field in the Model,483,Y,1,1,Detchd,1,264,2009,WD,Normal,118000
8500,1235,Pave,NA,Inside,1Fam,1Story,5,3,1961,CBlock,1235,Y,1,0,Attchd,2,480,2006,WD,Abnorml,98600
9101,1110,Pave,NA,Corner,1Fam,SFoyer,5,6,1978,PConc,1097,Y,1,0,Attchd,2,602,2009,WD,Normal,165500
6955,1368,Pave,NA,Inside,TwnhsE,1Story,7,5,2005,PConc,1368,Y,2,0,Attchd,2,474,2006,New,Partial,202500
9340,672,Pave,NA,Inside,1Fam,1Story,4,6,1941,CBlock,672,Y,1,0,Attchd,1,234,2009,WD,Normal,113000
8600,1376,Pave,NA,Inside,1Fam,1.5Fin,6,6,1937,BrkTil,780,Y,2,0,Detchd,1,198,2006,WD,Normal,119500
11625,1039,Pave,NA,Inside,2fmCon,1Story,5,4,1965,PConc,1039,Y,1,1,Attchd,2,504,2010,WD,Normal,131500
7861,1509,Pave,NA,Inside,1Fam,2Story,6,5,2002,PConc,783,Y,2,1,Attchd,2,393,2006,WD,Normal,183200
9245,990,Pave,NA,Inside,1Fam,1Story,5,5,1994,PConc,990,Y,1,0,Detchd,2,672,2008,WD,Normal,145000
13710,1558,Pave,NA,Inside,1Fam,1.5Fin,5,5,1950,CBlock,910,Y,1,1,Attchd,1,282,2007,WD,Normal,152000
4435,848,Pave,NA,Inside,TwnhsE,1Story,6,5,2003,PConc,848,Y,1,0,Attchd,2,420,2009,WD,Normal,140000
4500,1337,Pave,NA,FR2,TwnhsE,1Story,6,5,1998,PConc,1237,Y,2,0,Attchd,2,405,2006,WD,Normal,153500
11700,1556,Pave,NA,Inside,1Fam,2Story,6,6,1968,CBlock,727,Y,1,1,Attchd,2,441,2009,WD,Normal,154000
